Customer_ID,Age_Group,Gender,City_Tier,Income_Level,Connection_Type,Booking_Method,Booking_Frequency,Digital_Preference,Delivery_Days,Complaint,Overall_Satisfaction
616,36-50,Male,Tier 1,20k-50k,Commercial,Call,3-6 months,1,2,1,4
617,18-25,Female,Tier 2,20k-50k,Commercial,Call,Monthly,1,5,1,1
618,50+,Female,Tier 1,<20k,Commercial,Website,Monthly,1,4,1,2
619,36-50,Female,Tier 1,20k-50k,Domestic,Agent,Monthly,1,6,1,1
620,36-50,Male,Tier 2,<20k,Domestic,Agent,Monthly,0,3,1,3
621,50+,Prefer not to say,Tier 2,20k-50k,Commercial,Call,2-3 months,1,4,1,3
622,26-35,Male,Tier 2,20k-50k,Commercial,Mobile App,2-3 months,1,3,0,2
623,36-50,Female,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,0,3,0,3
624,26-35,Male,Tier 2,50k-1L,Domestic,Call,3-6 months,1,6,1,1
625,18-25,Male,Tier 2,20k-50k,Domestic,Call,Monthly,1,5,1,1
626,26-35,Prefer not to say,Tier 2,1L+,Domestic,Call,2-3 months,1,3,1,2
627,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,2,0,5
628,26-35,Female,Tier 3,20k-50k,Domestic,Mobile App,Monthly,1,1,0,5
629,36-50,Male,Tier 1,50k-1L,Domestic,Mobile App,3-6 months,1,1,0,5
630,36-50,Male,Tier 2,50k-1L,Domestic,Call,3-6 months,0,2,1,5
631,18-25,Prefer not to say,Tier 1,20k-50k,Domestic,Call,2-3 months,1,5,1,1
632,50+,Male,Tier 2,20k-50k,Domestic,Call,2-3 months,1,6,1,1
633,18-25,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,1,1,0,5
634,18-25,Male,Tier 3,<20k,Domestic,Mobile App,3-6 months,1,1,0,4
635,26-35,Prefer not to say,Tier 1,20k-50k,Domestic,Agent,Monthly,1,5,1,1
636,26-35,Female,Tier 2,20k-50k,Domestic,Agent,Monthly,0,6,1,1
637,18-25,Female,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,3,0,3
638,36-50,Male,Tier 2,<20k,Domestic,Call,2-3 months,1,6,1,1
639,26-35,Female,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,3,0,2
640,50+,Prefer not to say,Tier 2,50k-1L,Commercial,Agent,2-3 months,1,5,1,1
641,26-35,Prefer not to say,Tier 2,1L+,Domestic,Agent,Monthly,1,4,1,1
642,26-35,Female,Tier 2,20k-50k,Domestic,Call,3-6 months,1,2,1,4
643,50+,Female,Tier 2,50k-1L,Domestic,Call,Monthly,0,6,1,1
644,18-25,Male,Tier 1,50k-1L,Commercial,Mobile App,3-6 months,1,2,0,3
645,50+,Female,Tier 3,20k-50k,Domestic,Call,3-6 months,0,2,1,3
646,18-25,Male,Tier 2,20k-50k,Domestic,Call,Monthly,0,3,1,3
647,18-25,Male,Tier 3,1L+,Domestic,Call,2-3 months,1,3,1,2
648,18-25,Prefer not to say,Tier 1,20k-50k,Domestic,Call,2-3 months,1,6,1,1
649,50+,Prefer not to say,Tier 3,20k-50k,Commercial,Mobile App,2-3 months,1,3,0,2
650,18-25,Prefer not to say,Tier 3,<20k,Domestic,Website,2-3 months,0,4,1,1
651,36-50,Prefer not to say,Tier 2,<20k,Domestic,Agent,Monthly,0,2,1,4
652,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,0,1,0,5
653,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Call,Monthly,0,2,1,4
654,18-25,Female,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,0,3,0,2
655,26-35,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,2-3 months,1,2,0,3
656,18-25,Female,Tier 1,20k-50k,Domestic,Mobile App,Monthly,1,3,0,3
657,36-50,Male,Tier 2,20k-50k,Domestic,Call,3-6 months,1,6,1,1
658,36-50,Female,Tier 3,<20k,Domestic,Agent,Monthly,1,2,1,4
659,50+,Female,Tier 3,50k-1L,Domestic,Call,Monthly,0,5,1,2
660,26-35,Prefer not to say,Tier 3,<20k,Domestic,Call,Monthly,1,6,1,1
661,50+,Female,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,1,1,0,5
662,36-50,Male,Tier 1,50k-1L,Domestic,Mobile App,Monthly,1,2,0,5
663,18-25,Male,Tier 1,20k-50k,Domestic,Mobile App,Monthly,1,2,0,3
664,26-35,Prefer not to say,Tier 1,50k-1L,Domestic,Agent,2-3 months,1,5,1,1
665,18-25,Male,Tier 1,50k-1L,Domestic,Website,Monthly,0,3,0,3
666,18-25,Female,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,1,3,0,3
667,26-35,Male,Tier 1,<20k,Domestic,Call,2-3 months,0,2,1,3
668,50+,Prefer not to say,Tier 2,<20k,Domestic,Website,2-3 months,0,5,1,1
669,18-25,Female,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,0,2,0,5
670,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Agent,2-3 months,1,5,1,2
671,18-25,Female,Tier 3,50k-1L,Commercial,Call,Monthly,1,4,1,1
672,26-35,Male,Tier 2,50k-1L,Domestic,Call,Monthly,0,2,1,4
673,26-35,Prefer not to say,Tier 1,50k-1L,Commercial,Mobile App,2-3 months,1,2,0,3
674,26-35,Prefer not to say,Tier 2,1L+,Domestic,Call,2-3 months,1,6,1,1
675,50+,Female,Tier 1,50k-1L,Domestic,Agent,Monthly,1,6,1,1
676,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,3,0,2
677,50+,Female,Tier 2,20k-50k,Commercial,Call,3-6 months,1,4,1,1
678,50+,Female,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,1,3,0,2
679,26-35,Female,Tier 1,<20k,Domestic,Agent,3-6 months,1,3,1,4
680,26-35,Female,Tier 2,<20k,Domestic,Call,3-6 months,1,2,1,3
681,50+,Male,Tier 3,20k-50k,Domestic,Agent,3-6 months,1,5,1,1
682,18-25,Female,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,0,3,0,3
683,36-50,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,3-6 months,1,3,0,2
684,50+,Male,Tier 1,50k-1L,Domestic,Mobile App,3-6 months,0,2,0,4
685,18-25,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,1,1,0,4
686,26-35,Male,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,0,1,0,5
687,26-35,Female,Tier 2,<20k,Domestic,Call,2-3 months,1,3,1,2
688,18-25,Male,Tier 3,<20k,Domestic,Mobile App,Monthly,1,1,0,5
689,36-50,Male,Tier 2,50k-1L,Commercial,Call,3-6 months,1,2,1,3
690,26-35,Prefer not to say,Tier 3,50k-1L,Commercial,Mobile App,2-3 months,1,2,0,3
691,26-35,Prefer not to say,Tier 3,50k-1L,Commercial,Call,Monthly,1,6,1,1
692,26-35,Female,Tier 1,20k-50k,Domestic,Agent,3-6 months,1,3,1,2
693,18-25,Male,Tier 2,<20k,Commercial,Call,3-6 months,1,2,1,3
694,50+,Male,Tier 3,<20k,Domestic,Website,2-3 months,0,6,1,1
695,26-35,Male,Tier 1,50k-1L,Domestic,Mobile App,Monthly,1,2,0,3
696,50+,Female,Tier 2,<20k,Domestic,Mobile App,2-3 months,1,1,0,5
697,36-50,Female,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,1,2,0,3
698,26-35,Female,Tier 2,20k-50k,Commercial,Mobile App,3-6 months,1,2,0,5
699,26-35,Female,Tier 1,<20k,Domestic,Call,3-6 months,1,5,1,2
700,36-50,Female,Tier 2,<20k,Domestic,Mobile App,3-6 months,0,2,0,3
701,26-35,Prefer not to say,Tier 1,20k-50k,Domestic,Call,Monthly,1,3,1,3
702,50+,Male,Tier 2,20k-50k,Domestic,Mobile App,Monthly,0,2,0,4
703,18-25,Male,Tier 1,<20k,Domestic,Website,2-3 months,0,4,1,1
704,50+,Male,Tier 2,50k-1L,Domestic,Website,2-3 months,1,3,0,4
705,18-25,Male,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,1,3,0,3
706,18-25,Male,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,0,2,0,3
707,50+,Male,Tier 2,50k-1L,Domestic,Agent,2-3 months,1,6,1,1
708,50+,Male,Tier 2,20k-50k,Domestic,Website,Monthly,1,2,0,5
709,50+,Male,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,2,0,4
710,50+,Prefer not to say,Tier 1,50k-1L,Commercial,Mobile App,2-3 months,1,1,0,4
711,36-50,Male,Tier 2,50k-1L,Domestic,Website,Monthly,1,4,1,2
712,26-35,Prefer not to say,Tier 1,50k-1L,Domestic,Agent,Monthly,0,5,1,1
713,18-25,Female,Tier 3,<20k,Domestic,Mobile App,3-6 months,1,3,0,2
714,50+,Male,Tier 1,<20k,Domestic,Call,Monthly,0,2,1,3
715,50+,Female,Tier 2,50k-1L,Domestic,Website,Monthly,1,3,0,4
716,50+,Female,Tier 2,20k-50k,Domestic,Agent,2-3 months,1,4,1,3
717,36-50,Female,Tier 2,20k-50k,Domestic,Agent,Monthly,1,3,1,4
718,50+,Prefer not to say,Tier 1,50k-1L,Domestic,Agent,3-6 months,0,3,1,3
719,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,0,3,0,4
720,50+,Female,Tier 2,50k-1L,Domestic,Agent,3-6 months,1,3,1,4
721,26-35,Female,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,1,0,5
722,36-50,Male,Tier 2,50k-1L,Domestic,Website,3-6 months,1,3,0,3
723,50+,Male,Tier 2,<20k,Commercial,Mobile App,3-6 months,1,3,0,3
724,18-25,Prefer not to say,Tier 2,<20k,Domestic,Agent,Monthly,1,3,1,3
725,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,Monthly,0,3,0,4
726,18-25,Male,Tier 2,<20k,Domestic,Call,2-3 months,0,6,1,1
727,36-50,Prefer not to say,Tier 2,20k-50k,Commercial,Mobile App,2-3 months,1,1,0,5
728,36-50,Male,Tier 1,50k-1L,Domestic,Call,2-3 months,1,4,1,3
729,18-25,Female,Tier 1,20k-50k,Domestic,Agent,Monthly,0,5,1,1
730,50+,Female,Tier 1,<20k,Domestic,Agent,3-6 months,0,6,1,1
731,36-50,Prefer not to say,Tier 1,20k-50k,Commercial,Call,3-6 months,1,2,1,3
732,18-25,Male,Tier 2,20k-50k,Commercial,Mobile App,2-3 months,0,3,0,3
733,18-25,Male,Tier 2,20k-50k,Domestic,Website,2-3 months,1,2,0,4
734,50+,Prefer not to say,Tier 1,50k-1L,Domestic,Agent,Monthly,1,6,1,1
735,26-35,Male,Tier 3,50k-1L,Domestic,Agent,3-6 months,0,3,1,3
736,36-50,Female,Tier 1,20k-50k,Domestic,Agent,2-3 months,0,2,1,5
737,50+,Prefer not to say,Tier 2,50k-1L,Domestic,Agent,Monthly,1,5,1,2
738,18-25,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,2-3 months,1,3,0,4
739,18-25,Male,Tier 2,20k-50k,Domestic,Agent,Monthly,1,4,1,3
740,50+,Prefer not to say,Tier 1,50k-1L,Domestic,Call,3-6 months,1,6,1,1
741,36-50,Male,Tier 2,20k-50k,Domestic,Agent,Monthly,1,3,1,2
742,26-35,Male,Tier 2,1L+,Domestic,Agent,2-3 months,1,3,1,3
743,26-35,Male,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,1,3,0,2
744,18-25,Male,Tier 2,50k-1L,Commercial,Mobile App,3-6 months,0,1,0,5
745,36-50,Male,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,1,2,0,4
746,26-35,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,1,1,0,5
747,36-50,Female,Tier 2,20k-50k,Domestic,Call,2-3 months,1,5,1,2
748,36-50,Female,Tier 2,50k-1L,Domestic,Agent,2-3 months,1,3,1,4
749,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,1,1,0,5
750,26-35,Prefer not to say,Tier 1,1L+,Domestic,Mobile App,2-3 months,1,3,0,4
751,50+,Female,Tier 2,20k-50k,Domestic,Website,3-6 months,0,6,1,1
752,18-25,Female,Tier 2,<20k,Domestic,Agent,2-3 months,0,4,1,1
753,26-35,Female,Tier 2,20k-50k,Domestic,Call,Monthly,1,6,1,1
754,26-35,Female,Tier 2,20k-50k,Commercial,Agent,Monthly,0,5,1,1
755,26-35,Female,Tier 3,50k-1L,Domestic,Call,2-3 months,1,6,1,1
756,26-35,Male,Tier 1,20k-50k,Commercial,Mobile App,Monthly,1,3,0,2
757,26-35,Prefer not to say,Tier 3,50k-1L,Commercial,Mobile App,3-6 months,1,3,0,4
758,36-50,Male,Tier 3,20k-50k,Domestic,Mobile App,Monthly,1,2,0,3
759,18-25,Female,Tier 3,20k-50k,Domestic,Mobile App,Monthly,1,3,0,2
760,36-50,Female,Tier 2,50k-1L,Domestic,Website,3-6 months,0,5,1,1
761,50+,Female,Tier 2,<20k,Domestic,Agent,Monthly,0,6,1,1
762,26-35,Male,Tier 3,20k-50k,Domestic,Mobile App,Monthly,1,3,0,2
763,18-25,Male,Tier 1,1L+,Commercial,Mobile App,2-3 months,0,1,0,5
764,26-35,Female,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,1,0,4
765,18-25,Male,Tier 2,20k-50k,Domestic,Agent,3-6 months,0,6,1,1
766,36-50,Male,Tier 2,20k-50k,Domestic,Agent,2-3 months,1,4,1,1
767,18-25,Female,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,1,3,0,3
768,50+,Male,Tier 2,20k-50k,Domestic,Mobile App,Monthly,0,1,0,5
769,50+,Prefer not to say,Tier 3,50k-1L,Domestic,Call,Monthly,1,5,1,1
770,18-25,Prefer not to say,Tier 1,50k-1L,Domestic,Call,Monthly,1,5,1,2
771,18-25,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,1,2,0,4
772,18-25,Prefer not to say,Tier 1,<20k,Domestic,Call,3-6 months,1,5,1,1
773,18-25,Female,Tier 2,20k-50k,Domestic,Call,Monthly,1,4,1,3
774,50+,Female,Tier 1,<20k,Domestic,Mobile App,2-3 months,1,2,0,3
775,26-35,Female,Tier 1,<20k,Domestic,Mobile App,3-6 months,1,2,0,5
776,18-25,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,1,3,0,2
777,18-25,Prefer not to say,Tier 2,<20k,Domestic,Agent,Monthly,0,5,1,1
778,50+,Male,Tier 2,<20k,Domestic,Website,2-3 months,1,2,0,4
779,50+,Male,Tier 1,20k-50k,Domestic,Agent,2-3 months,1,5,1,1
780,36-50,Prefer not to say,Tier 2,<20k,Domestic,Agent,2-3 months,1,3,1,3
781,18-25,Prefer not to say,Tier 2,<20k,Domestic,Call,2-3 months,1,6,1,1
782,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Call,3-6 months,1,2,1,4
783,50+,Prefer not to say,Tier 2,<20k,Domestic,Website,Monthly,1,4,1,3
784,50+,Male,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,1,1,0,5
785,26-35,Prefer not to say,Tier 2,<20k,Commercial,Call,2-3 months,1,3,1,4
786,18-25,Male,Tier 2,50k-1L,Domestic,Call,2-3 months,1,4,1,3
787,36-50,Prefer not to say,Tier 1,1L+,Domestic,Call,Monthly,1,6,1,1
788,50+,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,Monthly,1,2,0,5
789,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Call,3-6 months,1,2,1,5
790,36-50,Male,Tier 2,50k-1L,Commercial,Agent,3-6 months,1,4,1,1
791,26-35,Male,Tier 1,50k-1L,Domestic,Mobile App,Monthly,0,3,0,3
792,50+,Female,Tier 3,<20k,Commercial,Agent,3-6 months,0,6,1,1
793,18-25,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,1,2,0,5
794,50+,Female,Tier 2,50k-1L,Domestic,Website,2-3 months,1,4,1,3
795,18-25,Female,Tier 2,20k-50k,Domestic,Call,Monthly,1,3,1,3
796,36-50,Male,Tier 1,<20k,Domestic,Call,3-6 months,1,4,1,3
797,18-25,Male,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,1,1,0,4
798,36-50,Female,Tier 2,50k-1L,Domestic,Mobile App,Monthly,0,3,0,3
799,18-25,Prefer not to say,Tier 3,<20k,Domestic,Call,3-6 months,1,5,1,1
800,36-50,Male,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,1,1,0,5
801,18-25,Prefer not to say,Tier 3,<20k,Commercial,Call,3-6 months,1,6,1,1
802,26-35,Prefer not to say,Tier 1,50k-1L,Domestic,Mobile App,3-6 months,1,2,0,4
803,18-25,Female,Tier 2,20k-50k,Domestic,Agent,3-6 months,0,6,1,1
804,18-25,Female,Tier 2,20k-50k,Domestic,Agent,Monthly,1,2,1,4
805,26-35,Female,Tier 3,50k-1L,Domestic,Mobile App,2-3 months,0,2,0,3
806,50+,Female,Tier 2,20k-50k,Domestic,Call,Monthly,1,3,1,3
807,50+,Male,Tier 3,50k-1L,Domestic,Agent,2-3 months,1,2,1,5
808,18-25,Male,Tier 2,20k-50k,Domestic,Call,2-3 months,1,5,1,1
809,26-35,Female,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,2,0,4
810,18-25,Male,Tier 1,20k-50k,Domestic,Call,Monthly,1,3,1,4
811,36-50,Female,Tier 2,<20k,Domestic,Mobile App,2-3 months,1,1,0,5
812,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,1,0,4
813,18-25,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,2-3 months,0,1,0,5
814,50+,Prefer not to say,Tier 2,50k-1L,Domestic,Call,3-6 months,1,3,1,4
815,50+,Female,Tier 2,1L+,Domestic,Mobile App,2-3 months,1,3,0,4
816,18-25,Prefer not to say,Tier 1,1L+,Commercial,Website,Monthly,0,5,1,1
817,18-25,Male,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,3,0,2
818,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,2,0,5
819,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,1,0,5
820,18-25,Prefer not to say,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,1,3,0,4
821,36-50,Male,Tier 1,<20k,Domestic,Call,3-6 months,1,2,1,4
822,50+,Female,Tier 1,1L+,Domestic,Mobile App,3-6 months,1,3,0,3
823,26-35,Male,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,3,0,2
824,36-50,Female,Tier 1,1L+,Commercial,Mobile App,3-6 months,1,2,0,3
825,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,2,0,4
826,50+,Prefer not to say,Tier 3,50k-1L,Domestic,Mobile App,Monthly,0,3,0,4
827,36-50,Female,Tier 1,20k-50k,Domestic,Agent,2-3 months,1,6,1,1
828,26-35,Male,Tier 2,<20k,Domestic,Call,3-6 months,0,4,1,1
829,36-50,Male,Tier 2,20k-50k,Domestic,Call,2-3 months,0,4,1,3
830,50+,Female,Tier 3,20k-50k,Commercial,Call,Monthly,1,4,1,2
831,18-25,Prefer not to say,Tier 2,<20k,Domestic,Call,Monthly,1,6,1,1
832,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Website,3-6 months,0,4,1,2
833,36-50,Male,Tier 3,20k-50k,Domestic,Mobile App,Monthly,0,3,0,3
834,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,1,0,5
835,18-25,Female,Tier 3,20k-50k,Commercial,Mobile App,Monthly,1,3,0,3
836,50+,Female,Tier 1,<20k,Domestic,Mobile App,3-6 months,1,3,0,3
837,36-50,Male,Tier 3,1L+,Domestic,Mobile App,3-6 months,0,2,0,5
838,18-25,Female,Tier 2,<20k,Domestic,Call,3-6 months,1,4,1,2
839,50+,Male,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,3,0,4
840,18-25,Female,Tier 1,20k-50k,Domestic,Website,2-3 months,1,5,1,1
841,36-50,Male,Tier 2,50k-1L,Domestic,Mobile App,Monthly,1,3,0,4
842,50+,Prefer not to say,Tier 1,<20k,Domestic,Mobile App,3-6 months,1,3,0,4
843,18-25,Female,Tier 3,20k-50k,Domestic,Website,2-3 months,1,4,1,1
844,36-50,Female,Tier 3,20k-50k,Commercial,Agent,2-3 months,0,3,1,3
845,18-25,Male,Tier 1,<20k,Domestic,Mobile App,3-6 months,1,1,0,5
846,18-25,Male,Tier 3,20k-50k,Domestic,Call,2-3 months,1,2,1,3
847,26-35,Female,Tier 2,1L+,Domestic,Agent,2-3 months,1,6,1,1
848,26-35,Male,Tier 2,1L+,Domestic,Mobile App,3-6 months,1,2,0,5
849,36-50,Female,Tier 2,<20k,Commercial,Mobile App,2-3 months,0,3,0,2
850,26-35,Prefer not to say,Tier 1,<20k,Domestic,Agent,2-3 months,1,3,1,2
851,36-50,Male,Tier 1,20k-50k,Domestic,Call,3-6 months,1,2,1,5
852,26-35,Female,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,3,0,4
853,18-25,Prefer not to say,Tier 3,<20k,Domestic,Call,2-3 months,1,3,1,2
854,36-50,Prefer not to say,Tier 1,<20k,Domestic,Mobile App,2-3 months,1,1,0,5
855,36-50,Female,Tier 3,1L+,Domestic,Agent,2-3 months,1,2,1,5
856,18-25,Male,Tier 2,1L+,Commercial,Mobile App,3-6 months,0,2,0,3
857,36-50,Female,Tier 2,<20k,Domestic,Agent,Monthly,1,4,1,2
858,36-50,Prefer not to say,Tier 2,20k-50k,Commercial,Call,Monthly,1,4,1,2
859,26-35,Female,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,0,3,0,3
860,36-50,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,1,2,0,4
861,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Agent,3-6 months,1,5,1,1
862,18-25,Female,Tier 2,20k-50k,Domestic,Website,2-3 months,1,2,0,5
863,26-35,Male,Tier 1,50k-1L,Domestic,Mobile App,Monthly,1,2,0,4
864,26-35,Prefer not to say,Tier 1,50k-1L,Commercial,Mobile App,2-3 months,0,1,0,5
865,50+,Male,Tier 2,20k-50k,Commercial,Call,3-6 months,1,5,1,1
866,18-25,Prefer not to say,Tier 2,50k-1L,Commercial,Agent,3-6 months,1,5,1,1
867,18-25,Female,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,3,0,2
868,26-35,Male,Tier 2,20k-50k,Commercial,Call,3-6 months,1,2,1,3
869,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Call,3-6 months,0,3,1,4
870,26-35,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,1,3,0,3
871,18-25,Male,Tier 2,<20k,Domestic,Mobile App,Monthly,1,3,0,4
872,50+,Female,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,1,2,0,3
873,26-35,Male,Tier 2,1L+,Domestic,Agent,2-3 months,0,4,1,2
874,18-25,Prefer not to say,Tier 2,<20k,Domestic,Call,Monthly,1,3,1,2
875,26-35,Prefer not to say,Tier 1,20k-50k,Commercial,Call,2-3 months,1,4,1,1
876,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,3,0,2
877,26-35,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,Monthly,1,2,0,4
878,26-35,Female,Tier 2,<20k,Commercial,Agent,2-3 months,1,4,1,1
879,18-25,Male,Tier 2,1L+,Domestic,Mobile App,Monthly,0,2,0,3
880,18-25,Female,Tier 3,50k-1L,Commercial,Call,2-3 months,1,5,1,1
881,18-25,Male,Tier 1,20k-50k,Domestic,Call,Monthly,1,2,1,5
882,26-35,Male,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,2,0,3
883,36-50,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,1,1,0,5
884,50+,Female,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,1,1,0,5
885,50+,Male,Tier 1,50k-1L,Domestic,Mobile App,3-6 months,1,3,0,4
886,18-25,Female,Tier 2,<20k,Domestic,Agent,Monthly,1,3,1,4
887,18-25,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,0,2,0,5
888,26-35,Prefer not to say,Tier 1,20k-50k,Commercial,Mobile App,3-6 months,1,2,0,5
889,50+,Male,Tier 1,20k-50k,Domestic,Agent,3-6 months,0,2,1,4
890,18-25,Female,Tier 2,1L+,Domestic,Mobile App,2-3 months,1,1,0,5
891,36-50,Prefer not to say,Tier 2,<20k,Domestic,Call,3-6 months,1,6,1,1
892,36-50,Female,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,3,0,3
893,18-25,Female,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,1,3,0,3
894,18-25,Male,Tier 2,50k-1L,Commercial,Mobile App,3-6 months,1,3,0,4
895,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,0,2,0,5
896,50+,Male,Tier 3,20k-50k,Domestic,Agent,3-6 months,1,3,1,2
897,26-35,Male,Tier 2,50k-1L,Domestic,Call,3-6 months,0,5,1,1
898,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,3,0,4
899,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,Monthly,0,3,0,3
900,36-50,Female,Tier 1,20k-50k,Domestic,Mobile App,Monthly,0,3,0,3
901,18-25,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,0,3,0,3
902,50+,Female,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,1,3,0,2
903,26-35,Female,Tier 2,1L+,Domestic,Call,Monthly,1,4,1,3
904,36-50,Female,Tier 1,20k-50k,Domestic,Agent,3-6 months,1,3,1,3
905,36-50,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,Monthly,0,1,0,5
906,26-35,Male,Tier 2,50k-1L,Domestic,Agent,2-3 months,1,2,1,4
907,26-35,Female,Tier 2,50k-1L,Commercial,Agent,2-3 months,1,5,1,2
908,36-50,Male,Tier 3,50k-1L,Domestic,Mobile App,2-3 months,1,2,0,5
909,36-50,Male,Tier 2,1L+,Domestic,Agent,2-3 months,1,2,1,5
910,26-35,Prefer not to say,Tier 3,20k-50k,Domestic,Agent,2-3 months,0,4,1,2
911,36-50,Male,Tier 2,<20k,Commercial,Mobile App,2-3 months,1,3,0,2
912,18-25,Male,Tier 1,<20k,Commercial,Website,Monthly,1,2,0,5
913,18-25,Prefer not to say,Tier 2,50k-1L,Commercial,Mobile App,3-6 months,0,1,0,4
914,26-35,Female,Tier 2,50k-1L,Domestic,Mobile App,Monthly,1,3,0,4
915,50+,Male,Tier 2,<20k,Domestic,Agent,2-3 months,1,2,1,3
916,26-35,Prefer not to say,Tier 3,<20k,Domestic,Mobile App,3-6 months,0,3,0,4
917,26-35,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,1,3,0,2
918,50+,Male,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,1,3,0,4
919,50+,Female,Tier 3,20k-50k,Domestic,Agent,2-3 months,1,4,1,3
920,50+,Male,Tier 2,20k-50k,Domestic,Agent,2-3 months,1,2,1,3
921,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Call,2-3 months,1,3,1,4
922,36-50,Male,Tier 3,50k-1L,Domestic,Website,2-3 months,1,2,0,4
923,18-25,Female,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,1,3,0,4
924,36-50,Female,Tier 2,20k-50k,Commercial,Mobile App,3-6 months,0,1,0,5
